City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,ta`u,-14.2336,-169.5144,302.16,78,35,5.69,AS,1712899852
369,vorkuta,67.5,64.0,267.1,95,100,7.15,RU,1712899855
370,kapa'a,22.0752,-159.319,296.33,92,100,7.72,US,1712899857
371,jiuquan,39.7432,98.5174,296.09,9,35,3.46,CN,1712899860
372,castro,-24.7911,-50.0119,290.78,89,100,4.13,BR,1712899863
373,eyl,7.9803,49.8164,303.92,68,100,4.44,SO,1712899865
374,chegdomyn,51.1167,133.0167,284.91,64,93,1.72,RU,1712899868
375,chibougamau,49.9168,-74.3659,277.94,93,100,4.12,CA,1712899870
376,saint-pierre,-21.3393,55.4781,302.97,62,40,1.54,RE,1712899873
377,pohang,36.0322,129.365,295.01,43,58,2.74,KR,1712899875
378,bonga,7.2833,36.2333,294.99,76,37,0.7,ET,1712899878
379,alice springs,-23.7,133.8833,300.49,21,1,6.69,AU,1712899669
380,nantucket,41.2835,-70.0995,284.23,99,75,7.72,US,1712899883
381,nyurba,63.2842,118.3319,260.82,71,96,2.62,RU,1712899886
382,vila do maio,15.1333,-23.2167,294.59,82,2,7.03,CV,1712899888
383,sungai penuh,-2.0833,101.3833,299.1,77,85,1.55,ID,1712899891
384,cabo san lucas,22.8909,-109.9124,296.35,37,100,2.24,MX,1712899601
385,zouerate,22.7187,-12.4521,297.95,14,0,4.46,MR,1712899896
386,abraka,5.7902,6.1047,299.71,88,100,1.46,NG,1712899899
387,ciudad lazaro cardenas,17.9583,-102.2,296.53,81,7,1.25,MX,1712899902
388,portland,45.5234,-122.6762,285.27,79,100,4.63,US,1712899348
389,san jeronimo,-11.9472,-75.2829,281.52,86,75,0.49,PE,1712899906
390,margate,51.3813,1.3862,284.09,82,98,2.68,GB,1712899664
391,al ghayzah,16.2079,52.176,303.53,55,40,6.15,YE,1712899910
392,port saint john's,-31.6229,29.5448,289.51,59,29,4.85,ZA,1712899912
393,formosa do rio preto,-11.0483,-45.1931,298.58,69,89,0.22,BR,1712899913
394,tughyl,47.7252,84.2063,276.16,61,100,12.7,KZ,1712899915
395,kerugoya,-0.4989,37.2803,292.32,86,100,1.09,KE,1712899917
396,labrador city,52.9463,-66.9114,276.03,64,100,3.58,CA,1712899813
397,kenai,60.5544,-151.2583,274.31,95,100,3.6,US,1712899923
398,la passe,45.5549,-0.8967,283.14,93,12,3.13,FR,1712899924
399,iaciara,-14.0958,-46.6317,294.84,92,70,1.22,BR,1712899927
400,fort st. john,56.2499,-120.8529,277.09,81,100,2.57,CA,1712899912
401,ulety,51.3572,112.4849,285.46,35,81,4.77,RU,1712899930
402,kohlu,29.8962,69.252,300.48,17,97,5.57,PK,1712899932
403,taihecun,45.8,130.85,295.2,34,82,6.43,CN,1712899934
404,slavyanka,42.8633,131.3847,281.74,77,52,2.39,RU,1712899936
405,sao vicente,-23.9631,-46.3919,298.3,26,100,0.46,BR,1712899692
406,awgu,6.0742,7.4786,297.29,84,100,2.19,NG,1712899941
407,birmitrapur,22.4,84.7667,306.44,24,100,1.19,IN,1712899943
408,flying fish cove,-10.4217,105.6791,302.97,74,40,5.66,CX,1712899945
409,hadibu,12.65,54.0333,302.47,64,49,0.53,YE,1712899947
410,koungheul,13.9833,-14.8,302.24,28,40,3.85,SN,1712899949
411,kishanganj,26.1167,87.9333,308.94,20,4,2.78,IN,1712899951
412,selfoss,63.9331,-20.9971,275.4,88,97,1.69,IS,1712899952
413,tosontsengel,48.7567,98.2839,283.52,31,77,6.2,MN,1712899953
414,grand-bassam,5.2118,-3.7388,299.13,87,97,0.92,CI,1712899955
415,troitsko-pechorsk,62.7084,56.1964,276.87,99,100,6.26,RU,1712899956
416,kempsey,-31.0833,152.8333,296.45,63,12,3.13,AU,1712899958
417,shihezi,44.3,86.0333,287.05,49,100,11.14,CN,1712899960
418,cuajinicuilapa,16.4667,-98.4167,298.6,74,50,1.3,MX,1712899962
419,praia,14.9215,-23.5087,294.45,78,20,4.12,CV,1712899964
420,el calafate,-50.3408,-72.2768,278.28,62,18,1.21,AR,1712899965
421,howard springs,-12.497,131.047,305.1,76,90,4.39,AU,1712899967
422,matinha,-3.1006,-45.0336,297.06,99,23,0.78,BR,1712899969
423,hauterive,46.0901,3.4459,279.57,84,39,1.44,FR,1712899971
424,santa sylvina,-27.8326,-61.1375,291.51,91,100,3.54,AR,1712899973
425,princeville,45.7668,-61.2985,276.16,90,75,4.63,CA,1712899974
426,aroeiras,-7.5453,-35.7075,297.09,98,51,0.97,BR,1712899976
427,huangshan,29.7114,118.3125,296.85,76,80,3.03,CN,1712899978
428,sorong,-0.8833,131.25,301.85,74,41,4.33,ID,1712899980
429,khorugh,37.4897,71.553,276.14,52,95,1.14,TJ,1712899982
430,marsabit,2.3284,37.9899,295.97,72,57,6.27,KE,1712899984
431,nemuro,43.3236,145.575,278.91,91,100,6.52,JP,1712899986
432,island harbour,50.724,-1.2758,284.26,88,100,3.13,GB,1712899988
433,moreton,53.4,-3.1167,285.15,81,40,6.17,GB,1712899990
434,tamanrasset,22.785,5.5228,287.1,13,0,2.06,DZ,1712899992
435,kununurra,-15.7667,128.7333,306.14,35,23,5.66,AU,1712899994
436,arenzano,44.4052,8.6832,291.0,70,0,8.23,IT,1712899996
437,recreo,-29.2818,-65.061,287.64,84,100,1.35,AR,1712899998
438,yasothon,15.75,104.1333,313.23,23,22,1.97,TH,1712899999
439,manokwari,-0.8667,134.0833,302.67,67,50,4.95,ID,1712900001
440,gilgit,35.9221,74.3087,284.84,56,84,1.02,PK,1712900003
441,elko,41.0002,-115.5012,284.62,43,48,2.24,US,1712900007
442,laguna,38.421,-121.4238,293.14,65,0,2.57,US,1712900008
443,hemsby,52.6971,1.6918,285.28,85,96,6.74,GB,1712900010
444,manay,7.215,126.5397,302.63,61,85,5.5,PH,1712900012
445,copala,16.65,-98.9833,298.44,75,19,2.4,MX,1712900013
446,baiquan,47.5833,126.0833,292.19,43,99,5.3,CN,1712900014
447,moab,38.5733,-109.5498,288.98,18,0,2.91,US,1712900015
448,ringkobing,56.0901,8.244,284.14,93,100,10.29,DK,1712900017
449,tindouf,27.6711,-8.1474,295.4,12,2,1.03,DZ,1712900019
450,bagan,54.1001,77.6646,275.65,45,29,4.58,RU,1712900021
451,tofol,5.3248,163.0078,299.03,89,100,1.54,FM,1712900023
452,thunder bay,48.4001,-89.3168,279.14,100,75,3.09,CA,1712899795
453,ancud,-41.8697,-73.8203,281.36,73,0,2.79,CL,1712900026
454,prince albert,53.2001,-105.7677,273.12,80,40,2.06,CA,1712900028
455,sabang,5.8933,95.3214,302.59,76,86,8.08,ID,1712900030
456,yuxia,34.0615,108.6291,299.49,34,0,4.0,CN,1712900031
457,newnham,-41.3833,147.1333,293.68,52,75,4.12,AU,1712900033
458,garbahaarrey,3.3289,42.2209,303.32,64,72,5.19,SO,1712900035
459,arraial do cabo,-22.9661,-42.0278,297.61,85,50,1.97,BR,1712900037
460,galle,6.0367,80.217,305.43,56,78,3.25,LK,1712900038
461,pervomayskaya,43.4033,45.5261,287.14,77,5,0.0,RU,1712900040
462,port blair,11.6667,92.75,306.17,66,20,3.6,IN,1712900042
463,keelung,25.1283,121.7419,303.09,76,48,2.0,TW,1712900044
464,northam,51.0333,-4.2167,282.93,95,100,5.56,GB,1712900046
465,bayji,34.9311,43.487,294.86,37,2,5.99,IQ,1712900048
466,hasaki,35.7333,140.8333,288.37,84,100,7.19,JP,1712900049
467,diplo,24.4667,69.584,307.3,26,0,3.96,PK,1712900050
468,mora,11.0461,14.1401,301.69,17,96,1.23,CM,1712900052
469,at-bashi,41.1702,75.8106,285.11,34,100,0.45,KG,1712900056
470,buka,40.8108,69.1986,290.75,75,100,3.26,UZ,1712900058
471,belyy yar,53.6039,91.3903,272.09,80,75,5.0,RU,1712900060
472,parsons,37.3403,-95.2611,283.19,48,64,3.8,US,1712899965
473,nampula,-15.1165,39.2666,297.12,88,75,5.14,MZ,1712900065
474,dhulikhel,27.6189,85.5529,292.9,15,7,1.01,NP,1712900067
475,chonchi,-42.6128,-73.8092,278.77,77,0,0.97,CL,1712899890
476,boguchany,58.3814,97.4531,271.96,68,99,2.24,RU,1712900069
477,san antonio de pale,-1.4014,5.6325,301.5,76,100,4.08,GQ,1712900070
478,tenenkou,14.4572,-4.9169,303.0,19,61,3.98,ML,1712900072
479,fedorovskiy,45.0972,40.9517,290.17,57,96,2.79,RU,1712900074
480,tuy hoa,13.0833,109.3,304.94,57,97,4.83,VN,1712900076
481,as sulayyil,20.4607,45.5779,299.29,36,19,6.15,SA,1712900078
482,asau,46.4333,26.4,285.97,76,87,1.61,RO,1712900079
483,khor,47.8861,134.9464,293.56,34,31,5.55,RU,1712900081
484,dhidhdhoo,6.8833,73.1,302.69,73,72,3.18,MV,1712900083
485,rikaze,29.25,88.8833,283.39,12,8,2.41,CN,1712900085
486,nar'yan-mar,67.6713,53.087,266.54,94,100,6.71,RU,1712900087
487,colares,38.7992,-9.4469,292.78,79,63,2.68,PT,1712900089
488,kailua-kona,19.6406,-155.9956,301.26,92,100,5.14,US,1712900091
489,togur,58.3631,82.8265,264.34,67,22,0.89,RU,1712900092
490,klaipeda,55.7172,21.1175,279.18,97,86,8.29,LT,1712900094
491,molde,62.7375,7.1591,280.06,70,40,3.09,NO,1712899829
492,inhambane,-23.865,35.3833,293.14,88,75,5.14,MZ,1712900098
493,bria,6.5423,21.9863,300.1,32,79,0.5,CF,1712900100
494,namtsy,62.7161,129.6658,263.56,78,82,6.55,RU,1712900102
495,wanganui,-39.9333,175.05,289.41,96,100,2.58,NZ,1712900104
496,ialibu,-6.2821,143.9935,291.73,84,98,1.43,PG,1712900106
497,ibipeba,-11.6408,-42.0111,294.51,93,91,3.69,BR,1712900108
498,khandyga,62.6667,135.6,272.32,99,100,3.8,RU,1712900110
499,kiama,-34.6833,150.8667,294.96,69,9,4.58,AU,1712900112
500,kaa-khem,51.6833,94.7333,278.38,49,100,0.37,RU,1712900113
501,kapiri mposhi,-13.9652,28.6809,291.14,96,100,3.95,ZM,1712900115
502,naze,28.3667,129.4833,293.66,90,97,2.32,JP,1712900117
503,nuuk,64.1835,-51.7216,268.49,80,10,2.06,GL,1712900118
504,exu,-7.5119,-39.7242,294.27,96,14,0.49,BR,1712900119
505,nandigama,16.7833,80.3,309.56,32,28,3.77,IN,1712900121
506,st. paul,44.9444,-93.0933,283.31,67,40,5.66,US,1712900101
507,ishigaki,24.3448,124.1572,301.22,78,40,6.17,JP,1712900125
508,toliara,-23.35,43.6667,296.78,68,100,5.99,MG,1712900127
509,kyzyl,51.7,94.45,278.72,59,100,2.68,RU,1712899929
510,tallkalakh,34.6684,36.2599,291.72,64,0,1.15,SY,1712900130
511,prince rupert,54.3161,-130.3201,278.98,82,0,4.12,CA,1712900112
512,tannum sands,-23.9504,151.3693,300.09,50,40,5.66,AU,1712900122
513,pinotepa nacional,16.3167,-98.0167,297.92,70,26,1.11,MX,1712900135
514,gaspe,48.8334,-64.4819,280.27,61,100,2.06,CA,1712899862
515,visby,57.6409,18.296,282.61,81,0,6.17,SE,1712900138
516,rudnya,54.947,31.0934,283.25,76,94,6.42,RU,1712900140
517,riachao das neves,-11.7461,-44.91,296.59,78,97,0.83,BR,1712900142
518,kawambwa,-9.7915,29.0791,292.84,90,75,2.79,ZM,1712900144
519,kincardine,56.0667,-3.7167,286.3,88,98,6.55,GB,1712899888
520,itacoatiara,-3.1431,-58.4442,297.71,97,98,0.91,BR,1712900148
521,praia da vitoria,38.7333,-27.0667,288.29,100,20,2.77,PT,1712900150
522,plettenberg bay,-34.0527,23.3716,287.01,67,11,2.15,ZA,1712900152
523,ambatondrazaka,-17.8333,48.4167,298.69,74,71,2.55,MG,1712900153
524,bodo,67.28,14.405,277.17,67,75,2.57,NO,1712900097
525,guarapari,-20.6667,-40.4975,296.98,90,27,1.85,BR,1712900156
526,ketchikan,55.3422,-131.6461,279.14,87,75,0.0,US,1712899965
527,vilyuchinsk,52.9306,158.4028,282.3,97,61,0.63,RU,1712900160
528,douentza,14.9951,-2.9517,300.61,13,88,2.33,ML,1712900162
529,tyukhtet,56.5389,89.3011,270.0,49,92,3.71,RU,1712900164
530,opuwo,-18.0607,13.84,295.68,59,24,2.43,NA,1712900165
531,zhalantun,48.0,122.7167,293.92,23,78,9.26,CN,1712900167
532,qurayyat,31.3318,37.3428,287.25,67,0,4.12,SA,1712900169
533,dehui,44.5333,125.7,297.03,33,92,11.32,CN,1712900170
534,hualien city,23.9769,121.6044,300.93,81,57,3.8,TW,1712900171
535,amherst,41.3978,-82.2224,283.92,93,100,5.66,US,1712900075
536,stranraer,54.9023,-5.0273,283.52,96,100,5.08,GB,1712900077
537,new norfolk,-42.7826,147.0587,291.87,88,100,1.08,AU,1712900176
538,uray,60.1247,64.7758,276.97,99,100,3.58,RU,1712900021
539,huarmey,-10.0681,-78.1522,295.62,83,78,3.93,PE,1712900182
540,kyabe,9.4515,18.9449,303.65,35,95,1.6,TD,1712900185
541,jincheng,35.5022,112.8328,299.14,19,0,2.87,CN,1712900186
542,poretskoye,55.1974,46.3291,286.49,51,45,5.67,RU,1712900188
543,waingapu,-9.6567,120.2641,303.05,61,34,4.07,ID,1712900190
544,gadzhiyevo,69.2551,33.3362,272.35,80,100,7.61,RU,1712900192
545,laojunmiao,39.8333,97.7333,291.67,10,51,4.99,CN,1712900194
546,tsiombe,-25.3,45.4833,295.67,58,100,3.12,MG,1712900196
547,igrim,63.1906,64.4162,275.25,94,100,5.27,RU,1712900198
548,vieux-habitants,16.0589,-61.7659,298.55,78,0,4.24,GP,1712900200
549,al kharijah,25.4514,30.5464,296.08,32,60,6.05,EG,1712900201
550,warmbad,-28.45,18.7333,290.29,34,6,5.88,NA,1712900203
551,bazarnyy karabulak,52.2683,46.4144,291.06,72,100,4.38,RU,1712900205
